Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
1004,0.1,0.1,0.3,0.4,0.1,5.7,4.784774269,11.79327317,-7.8,2494,3.770823497,35.9,82.214,6.294,8983,0.88,1.524,1.885,5.922,689.48,24.07,55.3,3.485,4.6,1.276,1.4006,2518.5,8.74,202.25,
1005,0.1,0.1,0.3,0.45,0.05,5.7,4.78879948,11.06447021,-7.78,2454.35,3.490499031,34.3,77.8185,6.1505,8532,0.879,1.522,1.8925,5.818,685.225,23.72,55.35,3.44,4.55,1.2755,1.4002,2478.85,7.95,199.76,
1006,0.1,0.1,0.35,0.05,0.4,5.6,4.834598012,11.17615826,-8.8,2684.05,3.408791769,44.5,106.18335,7.047,11405,0.8865,1.5535,1.836,6.4475,713.665,25.71,54.75,3.74,4.85,1.2805,1.4061,2711.8,13.655,209.55,
1007,0.1,0.1,0.35,0.1,0.35,5.6,4.836731085,11.85286254,-8.76,2644.4,3.578049052,42.9,101.78785,6.9035,10954,0.8855,1.5515,1.8435,6.3435,709.41,25.36,54.8,3.695,4.8,1.28,1.4057,2672.15,12.865,207.06,
1008,0.1,0.1,0.35,0.15,0.3,5.6,4.83913171,12.25246319,-8.72,2604.75,3.659931595,41.3,97.39235,6.76,10503,0.8845,1.5495,1.851,6.2395,705.155,25.01,54.85,3.65,4.75,1.2795,1.4053,2632.5,12.075,204.57,
1009,0.1,0.1,0.35,0.2,0.25,5.6,4.841800066,12.44120208,-8.68,2565.1,3.676604546,39.7,92.99685,6.6165,10052,0.8835,1.5475,1.8585,6.1355,700.9,24.66,54.9,3.605,4.7,1.279,1.4049,2592.85,11.285,202.08,
1010,0.1,0.1,0.35,0.25,0.2,5.6,4.844736287,12.44120208,-8.64,2525.45,3.63653169,38.1,88.60135,6.473,9601,0.8825,1.5455,1.866,6.0315,696.645,24.31,54.95,3.56,4.65,1.2785,1.4045,2553.2,10.495,199.59,
1011,0.1,0.1,0.35,0.3,0.15,5.6,4.847940465,12.25246319,-8.6,2485.8,3.541531745,36.5,84.20585,6.3295,9150,0.8815,1.5435,1.8735,5.9275,692.39,23.96,55,3.515,4.6,1.278,1.4041,2513.55,9.705,197.1,
1012,0.1,0.1,0.35,0.35,0.1,5.6,4.851412648,11.85286254,-8.56,2446.15,3.387135479,34.9,79.81035,6.186,8699,0.8805,1.5415,1.881,5.8235,688.135,23.61,55.05,3.47,4.55,1.2775,1.4037,2473.9,8.915,194.61,
1013,0.1,0.1,0.35,0.4,0.05,5.6,4.855152841,11.17615826,-8.52,2406.5,3.156740005,33.3,75.41485,6.0425,8248,0.8795,1.5395,1.8885,5.7195,683.88,23.26,55.1,3.425,4.5,1.277,1.4033,2434.25,8.125,192.12,
1014,0.1,0.1,0.4,0.05,0.35,5.5,4.899367055,11.17615826,-9.54,2596.55,3.041871459,41.9,99.3842,6.7955,10670,0.886,1.569,1.8395,6.245,708.065,24.9,54.55,3.68,4.75,1.2815,1.4088,2627.55,13.04,199.42,
1015,0.1,0.1,0.4,0.1,0.3,5.5,4.90151444,11.79327317,-9.48,2556.9,3.180824911,40.3,94.9887,6.652,10219,0.885,1.567,1.847,6.141,703.81,24.55,54.6,3.635,4.7,1.281,1.4084,2587.9,12.25,196.93,
1016,0.1,0.1,0.4,0.15,0.25,5.5,4.903925119,12.12326611,-9.42,2517.25,3.239627561,38.7,90.5932,6.5085,9768,0.884,1.565,1.8545,6.037,699.555,24.2,54.65,3.59,4.65,1.2805,1.408,2548.25,11.46,194.44,
1017,0.1,0.1,0.4,0.2,0.2,5.5,4.906599271,12.22830167,-9.36,2477.6,3.236841904,37.1,86.1977,6.365,9317,0.883,1.563,1.862,5.933,695.3,23.85,54.7,3.545,4.6,1.28,1.4076,2508.6,10.67,191.95,
1018,0.1,0.1,0.4,0.25,0.15,5.5,4.909537033,12.12326611,-9.3,2437.95,3.178055551,35.5,81.8022,6.2215,8866,0.882,1.561,1.8695,5.829,691.045,23.5,54.75,3.5,4.55,1.2795,1.4072,2468.95,9.88,189.46,
1019,0.1,0.1,0.4,0.3,0.1,5.5,4.912738499,11.79327317,-9.24,2398.3,3.061018077,33.9,77.4067,6.078,8415,0.881,1.559,1.877,5.725,686.79,23.15,54.8,3.455,4.5,1.279,1.4068,2429.3,9.09,186.97,
1020,0.1,0.1,0.4,0.35,0.05,5.5,4.916203723,11.17615826,-9.18,2358.65,2.87153003,32.3,73.0112,5.9345,7964,0.88,1.557,1.8845,5.621,682.535,22.8,54.85,3.41,4.45,1.2785,1.4064,2389.65,8.3,184.48,
1021,0.1,0.1,0.45,0.05,0.3,5.4,4.958795588,11.06447021,-10.16,2509.05,2.732412302,39.3,92.58505,6.544,9935,0.8855,1.5845,1.843,6.0425,702.465,24.09,54.35,3.62,4.65,1.2825,1.4115,2543.3,12.425,189.29,
1022,0.1,0.1,0.45,0.1,0.25,5.4,4.960955904,11.61197741,-10.08,2469.4,2.84470407,37.7,88.18955,6.4005,9484,0.8845,1.5825,1.8505,5.9385,698.21,23.74,54.4,3.575,4.6,1.282,1.4111,2503.65,11.635,186.8,
1023,0.1,0.1,0.45,0.15,0.2,5.4,4.963375647,11.85826703,-10,2429.75,2.881262432,36.1,83.79405,6.257,9033,0.8835,1.5805,1.858,5.8345,693.955,23.39,54.45,3.53,4.55,1.2815,1.4107,2464,10.845,184.31,
1024,0.1,0.1,0.45,0.2,0.15,5.4,4.966054995,11.85826703,-9.92,2390.1,2.857101213,34.5,79.39855,6.1135,8582,0.8825,1.5785,1.8655,5.7305,689.7,23.04,54.5,3.485,4.5,1.281,1.4103,2424.35,10.055,181.82,
1025,0.1,0.1,0.45,0.25,0.1,5.4,4.968994087,11.61197741,-9.84,2350.45,2.773716698,32.9,75.00305,5.97,8131,0.8815,1.5765,1.873,5.6265,685.445,22.69,54.55,3.44,4.45,1.2805,1.4099,2384.7,9.265,179.33,
1026,0.1,0.1,0.45,0.3,0.05,5.4,4.97219302,11.06447021,-9.76,2310.8,2.619649361,31.3,70.60755,5.8265,7680,0.8805,1.5745,1.8805,5.5225,681.19,22.34,54.6,3.395,4.4,1.28,1.4095,2345.05,8.475,176.84,
1027,0.1,0.1,0.5,0.05,0.25,5.3,5.013110868,10.83689006,-10.66,2421.55,2.46173275,36.7,85.7859,6.2925,9200,0.885,1.6,1.8465,5.84,696.865,23.28,54.15,3.56,4.55,1.2835,1.4142,2459.05,11.81,179.16,
1028,0.1,0.1,0.5,0.1,0.2,5.3,5.015282766,11.30069393,-10.56,2381.9,2.548969969,35.1,81.3904,6.149,8749,0.884,1.598,1.854,5.736,692.61,22.93,54.2,3.515,4.5,1.283,1.4138,2419.4,11.02,176.67,
1029,0.1,0.1,0.5,0.15,0.15,5.3,5.017710577,11.44194799,-10.46,2342.25,2.562132187,33.5,76.9949,6.0055,8298,0.883,1.596,1.8615,5.632,688.355,22.58,54.25,3.47,4.45,1.2825,1.4134,2379.75,10.23,174.18,
1030,0.1,0.1,0.5,0.2,0.1,5.3,5.020394478,11.30069393,-10.36,2302.6,2.511677398,31.9,72.5994,5.862,7847,0.882,1.594,1.869,5.528,684.1,22.23,54.3,3.425,4.4,1.282,1.413,2340.1,9.44,171.69,
1031,0.1,0.1,0.5,0.25,0.05,5.3,5.023334609,10.83689006,-10.26,2262.95,2.390189119,30.3,68.2039,5.7185,7396,0.881,1.592,1.8765,5.424,679.845,21.88,54.35,3.38,4.35,1.2815,1.4126,2300.45,8.65,169.2,
1032,0.1,0.1,0.55,0.05,0.2,5.2,5.062514121,10.48396701,-11.04,2334.05,2.216494856,34.1,78.98675,6.041,8465,0.8845,1.6155,1.85,5.6375,691.265,22.47,53.95,3.5,4.45,1.2845,1.4169,2374.8,11.195,169.03,
1033,0.1,0.1,0.55,0.1,0.15,5.2,5.064696284,10.84273533,-10.92,2294.4,2.278165928,32.5,74.59125,5.8975,8014,0.8835,1.6135,1.8575,5.5335,687.01,22.12,54,3.455,4.4,1.284,1.4165,2335.15,10.405,166.54,
1034,0.1,0.1,0.55,0.15,0.1,5.2,5.067131167,10.84273533,-10.8,2254.75,2.263671988,30.9,70.19575,5.754,7563,0.8825,1.6115,1.865,5.4295,682.755,21.77,54.05,3.41,4.35,1.2835,1.4161,2295.5,9.615,164.05,
1035,0.1,0.1,0.55,0.2,0.05,5.2,5.069818946,10.48396701,-10.68,2215.1,2.17444151,29.3,65.80025,5.6105,7112,0.8815,1.6095,1.8725,5.3255,678.5,21.42,54.1,3.365,4.3,1.283,1.4157,2255.85,8.825,161.56,
1036,0.1,0.1,0.6,0.05,0.15,5.1,5.10718391,9.988165273,-11.3,2246.55,1.985744486,31.5,72.1876,5.7895,7730,0.884,1.631,1.8535,5.435,685.665,21.66,53.75,3.44,4.35,1.2855,1.4196,2290.55,10.58,158.9,
1037,0.1,0.1,0.6,0.1,0.1,5.1,5.109375053,10.20567953,-11.16,2206.9,2.018182271,29.9,67.7921,5.646,7279,0.883,1.629,1.861,5.331,681.41,21.31,53.8,3.395,4.3,1.285,1.4192,2250.9,9.79,156.41,
1038,0.1,0.1,0.6,0.15,0.05,5.1,5.111816014,9.988165273,-11.02,2167.25,1.964324064,28.3,63.3966,5.5025,6828,0.882,1.627,1.8685,5.227,677.155,20.96,53.85,3.35,4.25,1.2845,1.4188,2211.25,9,153.92,
1039,0.1,0.1,0.65,0.05,0.1,5,5.147278906,9.316427602,-11.44,2159.05,1.758272117,28.9,65.38845,5.538,6995,0.8835,1.6465,1.857,5.2325,680.065,20.85,53.55,3.38,4.25,1.2865,1.4223,2206.3,9.965,148.77,
1040,0.1,0.1,0.65,0.1,0.05,5,5.14947777,9.316427602,-11.28,2119.4,1.750464243,27.3,60.99295,5.3945,6544,0.8825,1.6445,1.8645,5.1285,675.81,20.5,53.6,3.335,4.2,1.286,1.4219,2166.65,9.175,146.28,
1041,0.1,0.1,0.7,0.05,0.05,4.9,5.182940171,8.395167144,-11.46,2071.55,1.517540008,26.3,58.5893,5.2865,6260,0.883,1.662,1.8605,5.03,674.465,20.04,53.35,3.32,4.15,1.2875,1.425,2122.05,9.35,138.64,
1042,0.1,0.15,0.05,0.05,0.65,6.2,4.663207536,9.098913349,-1.8,3131.4,15.82907626,57.6,140.38555,8.32,15212.5,0.8855,1.452,1.8255,7.4225,741.405,29.87,56.05,4.05,5.35,1.2685,1.3875,3142.15,16.58,262.78,
1043,0.1,0.15,0.05,0.1,0.6,6.2,4.665328419,9.988165273,-1.89,3091.75,16.33910581,56,135.99005,8.1765,14761.5,0.8845,1.45,1.833,7.3185,737.15,29.52,56.1,4.005,5.3,1.268,1.3871,3102.5,15.79,260.29,
1044,0.1,0.15,0.05,0.15,0.55,6.2,4.667734309,10.62522107,-1.98,3052.1,16.37840264,54.4,131.59455,8.033,14310.5,0.8835,1.448,1.8405,7.2145,732.895,29.17,56.15,3.96,5.25,1.2675,1.3867,3062.85,15,257.8,
1045,0.1,0.15,0.05,0.2,0.5,6.2,4.670425388,11.08317968,-2.07,3012.45,16.12923894,52.8,127.19905,7.8895,13859.5,0.8825,1.446,1.848,7.1105,728.64,28.82,56.2,3.915,5.2,1.267,1.3863,3023.2,14.21,255.31,
1046,0.1,0.15,0.05,0.25,0.45,6.2,4.673401787,11.39446316,-2.16,2972.8,15.68215744,51.2,122.80355,7.746,13408.5,0.8815,1.444,1.8555,7.0065,724.385,28.47,56.25,3.87,5.15,1.2665,1.3859,2983.55,13.42,252.82,
1047,0.1,0.15,0.05,0.3,0.4,6.2,4.676663585,11.57575891,-2.25,2933.15,15.09041656,49.6,118.40805,7.6025,12957.5,0.8805,1.442,1.863,6.9025,720.13,28.12,56.3,3.825,5.1,1.266,1.3855,2943.9,12.63,250.33,
1048,0.1,0.15,0.05,0.35,0.35,6.2,4.680210812,11.63534829,-2.34,2893.5,14.38755567,48,114.01255,7.459,12506.5,0.8795,1.44,1.8705,6.7985,715.875,27.77,56.35,3.78,5.05,1.2655,1.3851,2904.25,11.84,247.84,
1049,0.1,0.15,0.05,0.4,0.3,6.2,4.684043444,11.57575891,-2.43,2853.85,13.59484756,46.4,109.61705,7.3155,12055.5,0.8785,1.438,1.878,6.6945,711.62,27.42,56.4,3.735,5,1.265,1.3847,2864.6,11.05,245.35,
1050,0.1,0.15,0.05,0.45,0.25,6.2,4.688161409,11.39446316,-2.52,2814.2,12.72472152,44.8,105.22155,7.172,11604.5,0.8775,1.436,1.8855,6.5905,707.365,27.07,56.45,3.69,4.95,1.2645,1.3843,2824.95,10.26,242.86,
1051,0.1,0.15,0.05,0.5,0.2,6.2,4.692564582,11.08317968,-2.61,2774.55,11.78192957,43.2,100.82605,7.0285,11153.5,0.8765,1.434,1.893,6.4865,703.11,26.72,56.5,3.645,4.9,1.264,1.3839,2785.3,9.47,240.37,
1052,0.1,0.15,0.05,0.55,0.15,6.2,4.697252792,10.62522107,-2.7,2734.9,10.76256189,41.6,96.43055,6.885,10702.5,0.8755,1.432,1.9005,6.3825,698.855,26.37,56.55,3.6,4.85,1.2635,1.3835,2745.65,8.68,237.88,
1053,0.1,0.15,0.05,0.6,0.1,6.2,4.702225813,9.988165273,-2.79,2695.25,9.648961453,40,92.03505,6.7415,10251.5,0.8745,1.43,1.908,6.2785,694.6,26.02,56.6,3.555,4.8,1.263,1.3831,2706,7.89,235.39,
1054,0.1,0.15,0.05,0.65,0.05,6.2,4.707483373,9.098913349,-2.88,2655.6,8.38995635,38.4,87.63955,6.598,9800.5,0.8735,1.428,1.9155,6.1745,690.345,25.67,56.65,3.51,4.75,1.2625,1.3827,2666.35,7.1,232.9,
1055,0.1,0.15,0.1,0.05,0.6,6.1,4.774899098,9.988165273,-3.28,3043.9,9.269200084,55,133.5864,8.0685,14477.5,0.885,1.4675,1.829,7.22,735.805,29.06,55.85,3.99,5.25,1.2695,1.3902,3057.9,15.965,252.65,
1056,0.1,0.15,0.1,0.1,0.55,6.1,4.777046925,10.84273533,-3.35,3004.25,9.723667941,53.4,129.1909,7.925,14026.5,0.884,1.4655,1.8365,7.116,731.55,28.71,55.9,3.945,5.2,1.269,1.3898,3018.25,15.175,250.16,
1057,0.1,0.15,0.1,0.15,0.5,6.1,4.779472346,11.44194799,-3.42,2964.6,9.918362283,51.8,124.7954,7.7815,13575.5,0.883,1.4635,1.844,7.012,727.295,28.36,55.95,3.9,5.15,1.2685,1.3894,2978.6,14.385,247.67,
1058,0.1,0.15,0.1,0.2,0.45,6.1,4.782175545,11.85826703,-3.49,2924.95,9.93834904,50.2,120.3999,7.638,13124.5,0.882,1.4615,1.8515,6.908,723.04,28.01,56,3.855,5.1,1.268,1.389,2938.95,13.595,245.18,
1059,0.1,0.15,0.1,0.25,0.4,6.1,4.785156659,12.12326611,-3.56,2885.3,9.825634752,48.6,116.0044,7.4945,12673.5,0.881,1.4595,1.859,6.804,718.785,27.66,56.05,3.81,5.05,1.2675,1.3886,2899.3,12.805,242.69,
1060,0.1,0.15,0.1,0.3,0.35,6.1,4.788415773,12.25246319,-3.63,2845.65,9.605019804,47,111.6089,7.351,12222.5,0.88,1.4575,1.8665,6.7,714.53,27.31,56.1,3.765,5,1.267,1.3882,2859.65,12.015,240.2,
1061,0.1,0.15,0.1,0.35,0.3,6.1,4.791952931,12.25246319,-3.7,2806,9.292003169,45.4,107.2134,7.2075,11771.5,0.879,1.4555,1.874,6.596,710.275,26.96,56.15,3.72,4.95,1.2665,1.3878,2820,11.225,237.71,
1062,0.1,0.15,0.1,0.4,0.25,6.1,4.795768125,12.12326611,-3.77,2766.35,8.895808279,43.8,102.8179,7.064,11320.5,0.878,1.4535,1.8815,6.492,706.02,26.61,56.2,3.675,4.9,1.266,1.3874,2780.35,10.435,235.22,
1063,0.1,0.15,0.1,0.45,0.2,6.1,4.799861302,11.85826703,-3.84,2726.7,8.420296019,42.2,98.4224,6.9205,10869.5,0.877,1.4515,1.889,6.388,701.765,26.26,56.25,3.63,4.85,1.2655,1.387,2740.7,9.645,232.73,
1064,0.1,0.15,0.1,0.5,0.15,6.1,4.804232362,11.44194799,-3.91,2687.05,7.863193438,40.6,94.0269,6.777,10418.5,0.876,1.4495,1.8965,6.284,697.51,25.91,56.3,3.585,4.8,1.265,1.3866,2701.05,8.855,230.24,
1065,0.1,0.15,0.1,0.55,0.1,6.1,4.808881159,10.84273533,-3.98,2647.4,7.212326005,39,89.6314,6.6335,9967.5,0.875,1.4475,1.904,6.18,693.255,25.56,56.35,3.54,4.75,1.2645,1.3862,2661.4,8.065,227.75,
1066,0.1,0.15,0.1,0.6,0.05,6.1,4.8138075,9.988165273,-4.05,2607.75,6.43126864,37.4,85.2359,6.49,9516.5,0.874,1.4455,1.9115,6.076,689,25.21,56.4,3.495,4.7,1.264,1.3858,2621.75,7.275,225.26,
1067,0.1,0.15,0.15,0.05,0.55,6,4.879096185,10.62522107,-4.64,2956.4,6.769914564,52.4,126.78725,7.817,13742.5,0.8845,1.483,1.8325,7.0175,730.205,28.25,55.65,3.93,5.15,1.2705,1.3929,2973.65,15.35,242.52,
1068,0.1,0.15,0.15,0.1,0.5,6,4.881269261,11.44194799,-4.69,2916.75,7.1158426,50.8,122.39175,7.6735,13291.5,0.8835,1.481,1.84,6.9135,725.95,27.9,55.7,3.885,5.1,1.27,1.3925,2934,14.56,240.03,
1069,0.1,0.15,0.15,0.15,0.45,6,4.883713275,11.99952109,-4.74,2877.1,7.283506778,49.2,117.99625,7.53,12840.5,0.8825,1.479,1.8475,6.8095,721.695,27.55,55.75,3.84,5.05,1.2695,1.3921,2894.35,13.77,237.54,
1070,0.1,0.15,0.15,0.2,0.4,6,4.886428409,12.36955573,-4.79,2837.45,7.327347789,47.6,113.60075,7.3865,12389.5,0.8815,1.477,1.855,6.7055,717.44,27.2,55.8,3.795,5,1.269,1.3917,2854.7,12.98,235.05,
1071,0.1,0.15,0.15,0.25,0.35,6,4.889414803,12.58245614,-4.84,2797.8,7.273387561,46,109.20525,7.243,11938.5,0.8805,1.475,1.8625,6.6015,713.185,26.85,55.85,3.75,4.95,1.2685,1.3913,2815.05,12.19,232.56,
1072,0.1,0.15,0.15,0.3,0.3,6,4.892672553,12.65206385,-4.89,2758.15,7.136255605,44.4,104.80975,7.0995,11487.5,0.8795,1.473,1.87,6.4975,708.93,26.5,55.9,3.705,4.9,1.268,1.3909,2775.4,11.4,230.07,
1073,0.1,0.15,0.15,0.35,0.25,6,4.896201708,12.58245614,-4.94,2718.5,6.924171462,42.8,100.41425,6.956,11036.5,0.8785,1.471,1.8775,6.3935,704.675,26.15,55.95,3.66,4.85,1.2675,1.3905,2735.75,10.61,227.58,
1074,0.1,0.15,0.15,0.4,0.2,6,4.900002276,12.36955573,-4.99,2678.85,6.64051791,41.2,96.01875,6.8125,10585.5,0.8775,1.469,1.885,6.2895,700.42,25.8,56,3.615,4.8,1.267,1.3901,2696.1,9.82,225.09,
1075,0.1,0.15,0.15,0.45,0.15,6,4.904074221,11.99952109,-5.04,2639.2,6.283558742,39.6,91.62325,6.669,10134.5,0.8765,1.467,1.8925,6.1855,696.165,25.45,56.05,3.57,4.75,1.2665,1.3897,2656.45,9.03,222.6,
1076,0.1,0.15,0.15,0.5,0.1,6,4.908417462,11.44194799,-5.09,2599.55,5.843598407,38,87.22775,6.5255,9683.5,0.8755,1.465,1.9,6.0815,691.91,25.1,56.1,3.525,4.7,1.266,1.3893,2616.8,8.24,220.11,
1077,0.1,0.15,0.15,0.55,0.05,6,4.913031876,10.62522107,-5.14,2559.9,5.291732183,36.4,82.83225,6.382,9232.5,0.8745,1.463,1.9075,5.9775,687.655,24.75,56.15,3.48,4.65,1.2655,1.3889,2577.15,7.45,217.62,
1078,0.1,0.15,0.2,0.05,0.5,5.9,4.976310332,11.08317968,-5.88,2868.9,5.407573839,49.8,119.9881,7.5655,13007.5,0.884,1.4985,1.836,6.815,724.605,27.44,55.45,3.87,5.05,1.2715,1.3956,2889.4,14.735,232.39,
1079,0.1,0.15,0.2,0.1,0.45,5.9,4.978507005,11.85826703,-5.91,2829.25,5.676819289,48.2,115.5926,7.422,12556.5,0.883,1.4965,1.8435,6.711,720.35,27.09,55.5,3.825,5,1.271,1.3952,2849.75,13.945,229.9,
1080,0.1,0.15,0.2,0.15,0.4,5.9,4.980968608,12.36955573,-5.94,2789.6,5.809109877,46.6,111.1971,7.2785,12105.5,0.882,1.4945,1.851,6.607,716.095,26.74,55.55,3.78,4.95,1.2705,1.3948,2810.1,13.155,227.41,
1081,0.1,0.15,0.2,0.2,0.35,5.9,4.983695323,12.6874917,-5.97,2749.95,5.844215712,45,106.8016,7.135,11654.5,0.881,1.4925,1.8585,6.503,711.84,26.39,55.6,3.735,4.9,1.27,1.3944,2770.45,12.365,224.92,
1082,0.1,0.15,0.2,0.25,0.3,5.9,4.986687293,12.84080274,-6,2710.3,5.80040461,43.4,102.4061,6.9915,11203.5,0.88,1.4905,1.866,6.399,707.585,26.04,55.65,3.69,4.85,1.2695,1.394,2730.8,11.575,222.43,
1083,0.1,0.15,0.2,0.3,0.25,5.9,4.989944618,12.84080274,-6.03,2670.65,5.687112742,41.8,98.0106,6.848,10752.5,0.879,1.4885,1.8735,6.295,703.33,25.69,55.7,3.645,4.8,1.269,1.3936,2691.15,10.785,219.94,
1084,0.1,0.15,0.2,0.35,0.2,5.9,4.993467357,12.6874917,-6.06,2631,5.508381298,40.2,93.6151,6.7045,10301.5,0.878,1.4865,1.881,6.191,699.075,25.34,55.75,3.6,4.75,1.2685,1.3932,2651.5,9.995,217.45,
1085,0.1,0.15,0.2,0.4,0.15,5.9,4.99725553,12.36955573,-6.09,2591.35,5.263357676,38.6,89.2196,6.561,9850.5,0.877,1.4845,1.8885,6.087,694.82,24.99,55.8,3.555,4.7,1.268,1.3928,2611.85,9.205,214.96,
1086,0.1,0.15,0.2,0.45,0.1,5.9,5.001309113,11.85826703,-6.12,2551.7,4.944238559,37,84.8241,6.4175,9399.5,0.876,1.4825,1.896,5.983,690.565,24.64,55.85,3.51,4.65,1.2675,1.3924,2572.2,8.415,212.47,
1087,0.1,0.15,0.2,0.5,0.05,5.9,5.005628042,11.08317968,-6.15,2512.05,4.527073415,35.4,80.4286,6.274,8948.5,0.875,1.4805,1.9035,5.879,686.31,24.29,55.9,3.465,4.6,1.267,1.392,2532.55,7.625,209.98,
1088,0.1,0.15,0.25,0.05,0.45,5.8,5.066983146,11.39446316,-7,2781.4,4.527508547,47.2,113.18895,7.314,12272.5,0.8835,1.514,1.8395,6.6125,719.005,26.63,55.25,3.81,4.95,1.2725,1.3983,2805.15,14.12,222.26,
1089,0.1,0.15,0.25,0.1,0.4,5.8,5.069201807,12.12326611,-7.01,2741.75,4.741649767,45.6,108.79345,7.1705,11821.5,0.8825,1.512,1.847,6.5085,714.75,26.28,55.3,3.765,4.9,1.272,1.3979,2765.5,13.33,219.77,
1090,0.1,0.15,0.25,0.15,0.35,5.8,5.071679953,12.58245614,-7.02,2702.1,4.843170191,44,104.39795,7.027,11370.5,0.8815,1.51,1.8545,6.4045,710.495,25.93,55.35,3.72,4.85,1.2715,1.3975,2725.85,12.54,217.28,
1091,0.1,0.15,0.25,0.2,0.3,5.8,5.074417769,12.84080274,-7.03,2662.45,4.863157219,42.4,100.00245,6.8835,10919.5,0.8805,1.508,1.862,6.3005,706.24,25.58,55.4,3.675,4.8,1.271,1.3971,2686.2,11.75,214.79,
1092,0.1,0.15,0.25,0.25,0.25,5.8,5.077415398,12.92450607,-7.04,2622.8,4.815112857,40.8,95.60695,6.74,10468.5,0.8795,1.506,1.8695,6.1965,701.985,25.23,55.45,3.63,4.75,1.2705,1.3967,2646.55,10.96,212.3,
1093,0.1,0.15,0.25,0.3,0.2,5.8,5.080672946,12.84080274,-7.05,2583.15,4.704924765,39.2,91.21145,6.5965,10017.5,0.8785,1.504,1.877,6.0925,697.73,24.88,55.5,3.585,4.7,1.27,1.3963,2606.9,10.17,209.81,
1094,0.1,0.15,0.25,0.35,0.15,5.8,5.084190478,12.58245614,-7.06,2543.5,4.533070425,37.6,86.81595,6.453,9566.5,0.8775,1.502,1.8845,5.9885,693.475,24.53,55.55,3.54,4.65,1.2695,1.3959,2567.25,9.38,207.32,
1095,0.1,0.15,0.25,0.4,0.1,5.8,5.087968024,12.12326611,-7.07,2503.85,4.293470984,36,82.42045,6.3095,9115.5,0.8765,1.5,1.892,5.8845,689.22,24.18,55.6,3.495,4.6,1.269,1.3955,2527.6,8.59,204.83,
1096,0.1,0.15,0.25,0.45,0.05,5.8,5.09200557,11.39446316,-7.08,2464.2,3.965852559,34.4,78.02495,6.166,8664.5,0.8755,1.498,1.8995,5.7805,684.965,23.83,55.65,3.45,4.55,1.2685,1.3951,2487.95,7.8,202.34,
1097,0.1,0.15,0.3,0.05,0.4,5.7,5.151498728,11.57575891,-8,2693.9,3.897992117,44.6,106.3898,7.0625,11537.5,0.883,1.5295,1.843,6.41,713.405,25.82,55.05,3.75,4.85,1.2735,1.401,2720.9,13.505,212.13,
1098,0.1,0.15,0.3,0.1,0.35,5.7,5.153737812,12.25246319,-7.99,2654.25,4.070225336,43,101.9943,6.919,11086.5,0.882,1.5275,1.8505,6.306,709.15,25.47,55.1,3.705,4.8,1.273,1.4006,2681.25,12.715,209.64,
1099,0.1,0.15,0.3,0.15,0.3,5.7,5.156231434,12.65206385,-7.98,2614.6,4.145374203,41.4,97.5988,6.7755,10635.5,0.881,1.5255,1.858,6.202,704.895,25.12,55.15,3.66,4.75,1.2725,1.4002,2641.6,11.925,207.15,
1100,0.1,0.15,0.3,0.2,0.25,5.7,5.158979777,12.84080274,-7.97,2574.95,4.148610415,39.8,93.2033,6.632,10184.5,0.88,1.5235,1.8655,6.098,700.64,24.77,55.2,3.615,4.7,1.272,1.3998,2601.95,11.135,204.66,
1101,0.1,0.15,0.3,0.25,0.2,5.7,5.161982986,12.84080274,-7.96,2535.3,4.089860199,38.2,88.8078,6.4885,9733.5,0.879,1.5215,1.873,5.994,696.385,24.42,55.25,3.57,4.65,1.2715,1.3994,2562.3,10.345,202.17,
1102,0.1,0.15,0.3,0.3,0.15,5.7,5.165241171,12.65206385,-7.95,2495.65,3.971713603,36.6,84.4123,6.345,9282.5,0.878,1.5195,1.8805,5.89,692.13,24.07,55.3,3.525,4.6,1.271,1.399,2522.65,9.555,199.68,
1103,0.1,0.15,0.3,0.35,0.1,5.7,5.168754404,12.25246319,-7.94,2456,3.789930681,35,80.0168,6.2015,8831.5,0.877,1.5175,1.888,5.786,687.875,23.72,55.35,3.48,4.55,1.2705,1.3986,2483,8.765,197.19,
1104,0.1,0.15,0.3,0.4,0.05,5.7,5.172522721,11.57575891,-7.93,2416.35,3.52724906,33.4,75.6213,6.058,8380.5,0.876,1.5155,1.8955,5.682,683.62,23.37,55.4,3.435,4.5,1.27,1.3982,2443.35,7.975,194.7,
1105,0.1,0.15,0.35,0.05,0.35,5.6,5.230193351,11.63534829,-8.88,2606.4,3.415131956,42,99.59065,6.811,10802.5,0.8825,1.545,1.8465,6.2075,707.805,25.01,54.85,3.69,4.75,1.2745,1.4037,2636.65,12.89,202,
1106,0.1,0.15,0.35,0.1,0.3,5.6,5.232451338,12.25246319,-8.85,2566.75,3.553560441,40.4,95.19515,6.6675,10351.5,0.8815,1.543,1.854,6.1035,703.55,24.66,54.9,3.645,4.7,1.274,1.4033,2597,12.1,199.51,
1107,0.1,0.15,0.35,0.15,0.25,5.6,5.234959354,12.58245614,-8.82,2527.1,3.605116204,38.8,90.79965,6.524,9900.5,0.8805,1.541,1.8615,5.9995,699.295,24.31,54.95,3.6,4.65,1.2735,1.4029,2557.35,11.31,197.02,
